Id,MSSubClass,MSZoning,LotFrontage,LotArea,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemod/Add,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BedroomAbvGr,TotRmsAbvGrd,MoSold,YrSold,SaleType,SalePrice,totalSF,psf
2127,20,Residential(LD),60,8070,College Creek,Single-family Detached,1Story,4,5,1994,1995,990.0,990,0,990,3,5,8,2007,WD ,123600,1980.0,62
2607,20,Residential(LD),84,8658,North Ames,Single-family Detached,1Story,6,5,1965,1965,1088.0,1324,0,1324,3,6,12,2006,WD ,160000,2412.0,66
1754,60,Residential(LD),62,8063,Gilbert,Single-family Detached,2Story,6,5,2000,2000,924.0,948,742,1690,3,7,11,2007,WD ,181000,2614.0,69
1367,20,Residential(MD),49,8235,Old Town,Single-family Detached,1Story,5,7,1955,1995,825.0,825,0,825,2,4,6,2008,WD ,125000,1650.0,75
580,60,Residential(LD),78,11700,Northwest Ames,Single-family Detached,2Story,6,6,1968,1968,727.0,829,727,1556,4,8,5,2009,WD ,154000,2283.0,67
341,60,Residential(LD),74,12961,Mitchell,Single-family Detached,2Story,6,5,1993,1994,1152.0,1152,645,1797,3,7,3,2010,WD ,231000,2949.0,78
26,20,Residential(LD),65,8450,North Ames,Single-family Detached,1Story,5,6,1968,1968,1056.0,1056,0,1056,3,6,7,2010,WD ,142000,2112.0,67
2667,75,Residential(MD),90,22950,Old Town,Single-family Detached,2.5Fin,10,9,1892,1993,1107.0,1518,1518,3608,4,12,6,2006,WD ,475000,4715.0,100
2884,120,Residential(MD),41,5748,Crawford,Townhouse End Unit,1Story,8,5,2005,2006,1573.0,1778,0,1778,2,5,2,2006,New,375000,3351.0,111
28,20,Residential(LD),70,10500,North Ames,Single-family Detached,1Story,4,5,1971,1971,864.0,864,0,864,3,5,4,2010,ConLI,115000,1728.0,66
531,20,Floating Village,62,7500,Somerset,Single-family Detached,1Story,7,5,2004,2005,1221.0,1221,0,1221,2,6,10,2009,WD ,185000,2442.0,75
2189,40,Residential(LD),62,10042,Edwards,Single-family Detached,1.5Fin,6,8,1920,1995,660.0,740,125,865,2,4,8,2007,WD ,108500,1525.0,71
2508,160,Floating Village,24,2544,Somerset,Townhouse Inside Unit,2Story,7,5,2005,2005,600.0,520,623,1223,2,4,7,2006,WD ,147400,1823.0,80
573,160,Floating Village,35,3768,Somerset,Townhouse End Unit,2Story,7,5,1999,1999,691.0,713,739,1452,3,6,9,2009,WD ,156000,2143.0,72
1363,50,Residential(MD),66,10320,Iowa DOT and Rail Road,Single-family Detached,1.5Fin,5,6,1915,1978,880.0,880,428,1308,2,6,4,2008,WD ,120000,2188.0,54
487,80,Residential(LD),61,9734,Gilbert,Single-family Detached,SLvl,7,5,2004,2004,384.0,744,630,1374,3,7,5,2009,WD ,167000,1758.0,94
1083,120,Residential(LD),43,3182,Bloomington Heights,Townhouse End Unit,1Story,7,5,2005,2006,1346.0,1504,0,1504,2,7,5,2008,WD ,191000,2850.0,67
1620,80,Residential(LD),56,8872,Gilbert,Single-family Detached,SLvl,6,5,1997,1997,384.0,754,630,1384,3,7,3,2007,WD ,161500,1768.0,91
1929,20,Residential(LD),70,12198,North Ames,Single-family Detached,1Story,5,6,1955,1975,1204.0,1411,0,1411,3,7,6,2007,COD,130000,2615.0,49
1820,20,Residential(LD),80,8480,Sawyer,Single-family Detached,1Story,5,6,1963,1963,970.0,970,0,970,2,5,7,2007,WD ,132500,1940.0,68
1398,80,Residential(LD),66,10200,Sawyer,Single-family Detached,SLvl,5,8,1970,1970,864.0,904,0,904,3,5,6,2008,WD ,144000,1768.0,81
2177,90,Residential(LD),68,9555,Edwards,Duplex,2Story,5,6,1979,1979,0.0,1100,1133,2233,5,11,2,2007,WD ,141000,2233.0,63
2144,20,Residential(LD),60,7200,College Creek,Single-family Detached,1Story,4,8,1972,2006,385.0,875,0,875,3,5,10,2007,WD ,117000,1260.0,92
2697,190,Residential(MD),60,6780,Iowa DOT and Rail Road,Two-family_Conversion,1.5Fin,6,8,1935,1982,520.0,520,0,754,2,5,6,2006,WD ,84500,1274.0,66
1403,20,Residential(LD),169,53227,Clear Creek,Single-family Detached,1Story,4,6,1954,1994,1364.0,1663,0,1663,2,6,3,2008,WD ,256000,3027.0,84
596,20,Residential(LD),70,9100,North Ames,Single-family Detached,1Story,5,6,1965,1965,925.0,925,0,925,2,5,7,2009,WD ,117500,1850.0,63
922,50,Residential(LD),130,9600,Crawford,Single-family Detached,1.5Fin,5,7,1940,1950,728.0,976,332,1308,2,7,6,2009,WD ,160000,2036.0,78
2065,20,Residential(LD),81,14175,Sawyer,Single-family Detached,1Story,5,5,1956,1998,1240.0,1375,0,1375,3,6,12,2007,WD ,187000,2615.0,71
1710,60,Residential(LD),110,14277,Northridge Heights,Single-family Detached,2Story,8,5,2003,2003,1317.0,1217,1168,2385,3,7,1,2007,WD ,350000,3702.0,94
1034,90,Residential(LD),60,9000,North Ames,Duplex,2Story,5,5,1974,1974,896.0,896,896,1792,4,8,6,2008,WD ,133000,2688.0,49
1057,20,Residential(LD),105,13693,Northridge Heights,Single-family Detached,1Story,8,5,2007,2007,2418.0,2464,0,2464,4,9,8,2008,WD ,417500,4882.0,85
470,120,Residential(LD),51,3635,Bloomington Heights,Townhouse End Unit,1Story,7,5,2007,2007,1386.0,1569,0,1569,1,7,5,2009,WD ,175900,2955.0,59
819,20,Residential(LD),84,10933,College Creek,Single-family Detached,1Story,9,5,2009,2009,1555.0,1680,0,1680,1,8,7,2009,New,323262,3235.0,99
2160,20,Residential(LD),65,8450,College Creek,Single-family Detached,1Story,7,5,2003,2003,1337.0,1337,0,1337,3,6,10,2007,WD ,185000,2674.0,69
2552,30,Residential(LD),60,8550,North Ames,Single-family Detached,1Story,6,8,1934,1950,816.0,816,0,816,2,4,7,2006,WD ,129800,1632.0,79
41,20,Residential(LD),95,12182,Northridge Heights,Single-family Detached,1Story,7,5,2005,2005,1541.0,1541,0,1541,3,7,5,2010,New,220000,3082.0,71
742,50,Residential(MD),51,6120,Brookside,Single-family Detached,1.5Fin,4,7,1935,1995,884.0,989,584,1573,3,6,7,2009,WD ,133000,2457.0,54
686,50,Residential(LD),60,10800,North Ames,Single-family Detached,1.5Fin,4,7,1949,1996,832.0,832,629,1461,4,6,8,2009,WD ,133500,2293.0,58
314,90,Residential(LD),88,12760,Mitchell,Duplex,1Story,6,5,1976,1976,1958.0,2048,0,2048,5,9,3,2010,ConLD,170000,4006.0,42
1630,60,Residential(LD),61,7655,Gilbert,Single-family Detached,2Story,6,5,1993,1994,903.0,910,732,1642,3,7,7,2007,WD ,168000,2545.0,66
191,70,Residential(MD),60,10560,Old Town,Single-family Detached,2Story,6,7,1922,1994,738.0,868,602,1470,2,6,6,2010,WD ,140750,2208.0,63
1626,60,Residential(LD),60,7500,Gilbert,Single-family Detached,2Story,6,5,1999,2003,938.0,957,1342,2299,5,7,8,2007,WD ,204000,3237.0,63
59,60,Residential(LD),64,9505,Gilbert,Single-family Detached,2Story,7,5,2001,2001,884.0,884,1151,2035,3,8,5,2010,WD ,222500,2919.0,76
2632,85,Residential(LD),69,10205,North Ames,Single-family Detached,SFoyer,5,5,1962,1962,925.0,999,0,999,3,6,5,2006,WD ,134500,1924.0,69
1835,120,Floating Village,45,4379,Somerset,Townhouse End Unit,1Story,8,5,2004,2004,1378.0,1378,0,1378,2,6,7,2007,WD ,214000,2756.0,77
2675,190,Residential(MD),65,7800,Old Town,Two-family_Conversion,1.5Fin,5,7,1939,1950,793.0,793,325,1118,3,5,5,2006,WD ,119900,1911.0,62
1503,90,Residential(LD),92,12108,Edwards,Duplex,1Story,4,4,1955,1955,1440.0,1440,0,1440,4,8,9,2008,WD ,118000,2880.0,40
1963,20,Residential(LD),70,7000,North Ames,Single-family Detached,1Story,5,7,1960,2002,1010.0,1134,0,1134,2,6,4,2007,WD ,135000,2144.0,62
1352,50,Residential(LD),64,13053,Brookside,Single-family Detached,1.5Fin,6,7,1923,2000,833.0,1053,795,1848,4,8,6,2008,WD ,207000,2681.0,77
1519,50,Residential(LD),60,8400,SW Iowa State University,Single-family Detached,1.5Fin,6,5,1925,1950,1181.0,1390,304,1694,4,7,6,2008,WD ,136500,2875.0,47
1305,20,Residential(MD),50,6000,Old Town,Single-family Detached,1Story,4,7,1954,2000,901.0,901,0,901,2,4,8,2008,WD ,107900,1802.0,59
2014,50,Residential(MD),57,6240,Brookside,Single-family Detached,1.5Fin,6,5,1938,1950,861.0,861,548,1409,3,6,3,2007,WD ,126000,2270.0,55
1,20,Residential(LD),141,31770,North Ames,Single-family Detached,1Story,6,5,1960,1960,1080.0,1656,0,1656,3,7,5,2010,WD ,215000,2736.0,78
1052,60,Residential(LD),96,12474,Northridge Heights,Single-family Detached,2Story,10,5,2007,2008,1682.0,1742,590,2332,3,9,8,2008,New,426000,4014.0,106
622,20,Residential(LD),80,9600,North Ames,Single-family Detached,1Story,5,7,1950,2007,1113.0,1113,0,1113,3,5,7,2009,WD ,147000,2226.0,66
913,30,Residential(LD),64,8574,Crawford,Single-family Detached,1Story,6,8,1916,2000,816.0,1232,0,1232,3,6,10,2009,WD ,147500,2048.0,72
1058,20,Residential(LD),104,14418,Northridge Heights,Single-family Detached,1Story,9,5,2007,2007,1950.0,1950,0,1950,2,7,5,2008,WD ,383000,3900.0,98
2348,20,Residential(LD),80,10400,Northwest Ames,Single-family Detached,1Story,7,5,1988,1988,1845.0,1872,0,1872,3,6,6,2006,WD ,241500,3717.0,64
1527,50,Residential(LD),63,15564,Crawford,Single-family Detached,1.5Fin,6,6,1914,1995,676.0,676,588,1264,3,6,1,2008,WD ,147500,1940.0,76
1011,60,Residential(LD),101,13543,Stone Brook,Single-family Detached,2Story,8,5,2005,2005,1168.0,1168,1332,2500,5,9,7,2008,WD ,355000,3668.0,96
1332,45,Residential(MD),50,6130,Brookside,Single-family Detached,1.5Unf,5,6,1924,1950,784.0,784,0,784,2,5,5,2008,WD ,109500,1568.0,69
709,30,Residential(MD),50,5925,Old Town,Single-family Detached,1Story,2,4,1940,1950,0.0,612,0,612,1,4,10,2009,WD ,45000,612.0,73
209,70,Residential(LD),100,24090,Clear Creek,Single-family Detached,2Story,7,7,1940,1950,1032.0,1207,1196,2403,4,10,6,2010,COD,244400,3435.0,71
619,20,Residential(LD),80,9600,North Ames,Single-family Detached,1Story,6,5,1953,1953,1416.0,1644,0,1644,3,7,10,2009,WD ,167000,3060.0,54
2150,60,Residential(LD),65,8158,College Creek,Single-family Detached,2Story,7,5,2002,2002,860.0,860,869,1729,3,7,8,2007,WD ,200000,2589.0,77
2704,30,Residential(LD),50,5220,SW Iowa State University,Single-family Detached,1Story,5,3,1936,1950,830.0,879,0,879,2,4,1,2006,WD ,80000,1709.0,46
2839,20,Residential(LD),60,8172,Edwards,Single-family Detached,1Story,5,7,1955,1990,864.0,864,0,864,2,5,4,2006,WD ,115000,1728.0,66
1242,20,Residential(LD),72,9000,North Ames,Single-family Detached,1Story,6,5,1956,1956,1196.0,1196,0,1196,2,6,5,2008,WD ,139000,2392.0,58
2714,60,Residential(LD),74,7844,Sawyer,Single-family Detached,2Story,6,7,1978,1978,672.0,672,728,1400,3,6,3,2006,WD ,149500,2072.0,72
799,70,Residential(LD),60,9084,Edwards,Single-family Detached,2Story,4,5,1940,1950,755.0,755,755,1510,4,7,10,2009,WD ,108000,2265.0,47
1260,190,Residential(LD),60,10800,Old Town,Two-family_Conversion,2Story,4,7,1900,2000,0.0,694,600,1294,3,7,8,2008,WD ,106250,1294.0,82
2107,20,Residential(LD),74,8556,College Creek,Single-family Detached,1Story,7,5,2006,2006,1240.0,1240,0,1240,2,5,5,2007,WD ,194000,2480.0,78
2486,20,Residential(LD),70,9100,Sawyer,Single-family Detached,1Story,5,4,1962,1962,988.0,988,0,988,3,6,7,2006,WD ,129500,1976.0,65
1911,90,Residential(LD),63,8668,North Ames,Duplex,1Story,5,5,1968,1968,1560.0,1560,0,1560,4,8,5,2007,WD ,126000,3120.0,40
896,20,Residential(LD),70,11767,Edwards,Single-family Detached,1Story,5,5,1950,1950,1078.0,1368,0,1368,3,6,6,2009,WD ,120000,2446.0,49
272,20,Residential(LD),70,8400,College Creek,Single-family Detached,1Story,7,5,2004,2005,1473.0,1484,0,1484,3,7,5,2010,WD ,213000,2957.0,72
2521,120,Residential(LD),40,3874,,Townhouse End Unit,1Story,8,5,1980,1980,1226.0,1226,0,1226,1,4,7,2006,WD ,190000,2452.0,77
2324,20,Residential(LD),66,8076,Gilbert,Single-family Detached,1Story,6,6,1993,1994,1160.0,1169,0,1169,3,6,7,2006,WD ,183500,2329.0,78
1953,80,Residential(LD),93,10090,North Ames,Single-family Detached,SLvl,7,5,1963,1999,725.0,1035,616,1651,4,6,10,2007,WD ,172000,2376.0,72
887,20,Residential(LD),67,8877,Edwards,Single-family Detached,1Story,4,6,1938,1958,816.0,816,0,816,2,3,5,2009,WD ,100000,1632.0,61
1479,20,Residential(LD),85,11058,College Creek,Single-family Detached,1Story,7,6,2007,2007,1564.0,1564,0,1564,3,6,2,2008,WD ,218836,3128.0,69
1317,190,Residential(MD),60,10800,Old Town,Two-family_Conversion,1.5Fin,6,7,1905,2000,482.0,1221,691,1912,3,7,4,2008,WD ,163000,2394.0,68
1750,20,Residential(LD),59,10936,Gilbert,Single-family Detached,1Story,7,5,2006,2006,1510.0,1525,0,1525,3,6,4,2007,New,206580,3035.0,68
2815,60,Residential(LD),65,8461,College Creek,Single-family Detached,2Story,6,5,2005,2006,728.0,728,728,1456,3,8,7,2006,New,163990,2184.0,75
2692,70,Residential(MD),60,7518,Iowa DOT and Rail Road,Single-family Detached,2Story,5,8,1910,2004,396.0,665,665,1330,3,7,7,2006,WD ,116500,1726.0,67
1090,60,Residential(LD),61,8010,Gilbert,Single-family Detached,2Story,7,5,2002,2003,840.0,840,880,1720,3,7,7,2008,WD ,188000,2560.0,73
1912,85,Residential(LD),71,10050,North Ames,Single-family Detached,SFoyer,5,6,1966,1966,793.0,1280,0,1280,3,6,6,2007,WD ,175000,2073.0,84
1634,120,Residential(LD),38,4740,Stone Brook,Townhouse End Unit,1Story,8,5,1988,1988,1166.0,1179,0,1179,2,5,10,2007,WD ,182000,2345.0,77
1974,30,Residential(MD),60,6978,Old Town,Single-family Detached,1Story,5,7,1926,1980,850.0,960,0,960,2,5,4,2007,WD ,103000,1810.0,56
1764,20,Residential(LD),94,11400,Northridge,Single-family Detached,1Story,10,5,2001,2002,2633.0,2633,0,2633,2,8,3,2007,WD ,466500,5266.0,88
634,20,Residential(LD),66,9240,North Ames,Single-family Detached,1Story,6,8,1959,1998,988.0,988,0,988,3,6,6,2009,WD ,149500,1976.0,75
1683,120,Residential(LD),24,2304,Northpark Villa,Townhouse Inside Unit,1Story,7,7,1978,1978,1061.0,1055,0,1055,2,4,4,2007,WD ,142500,2116.0,67
2199,30,Residential(LD),54,7223,Crawford,Single-family Detached,1Story,5,5,1926,1950,1290.0,1422,0,1422,3,6,4,2007,WD ,136500,2712.0,50
2789,160,Residential(HD),48,3612,,Townhouse Inside Unit,2Story,6,5,1993,1994,630.0,630,690,1320,3,5,6,2006,WD ,137000,1950.0,70
1018,20,Residential(LD),63,12680,Northwest Ames,Single-family Detached,1Story,7,6,1988,1988,1675.0,1688,0,1688,2,6,6,2008,WD ,226500,3363.0,67
14,20,Residential(LD),85,10176,Gilbert,Single-family Detached,1Story,7,5,1990,1990,1300.0,1341,0,1341,2,5,2,2010,WD ,171500,2641.0,64
2782,80,Residential(LD),55,10780,College Creek,Single-family Detached,SLvl,5,5,1976,1976,911.0,954,0,954,3,6,7,2006,WD ,132500,1865.0,71
2626,90,Residential(LD),65,8544,North Ames,Duplex,1Story,3,4,1949,1950,0.0,1040,0,1040,2,6,5,2006,WD ,87500,1040.0,84
1175,60,Floating Village,79,10646,Somerset,Single-family Detached,2Story,7,5,2001,2001,858.0,872,917,1789,3,7,6,2008,WD ,223000,2647.0,84
1232,20,Residential(LD),80,8400,North Ames,Single-family Detached,1Story,6,9,1962,2005,1319.0,1537,0,1537,3,7,7,2008,COD,174000,2856.0,60
2590,20,Residential(LD),85,15428,North Ames,Single-family Detached,1Story,5,6,1951,1991,884.0,884,0,884,2,4,6,2006,WD ,142000,1768.0,80
2463,20,Floating Village,81,11216,Somerset,Single-family Detached,1Story,8,5,2006,2006,1489.0,1489,0,1489,3,7,6,2006,New,232600,2978.0,78
2358,20,Residential(LD),78,10140,Northwest Ames,Single-family Detached,1Story,6,6,1974,1999,1040.0,1309,0,1309,3,5,1,2006,WD ,181000,2349.0,77
2911,160,Residential(MD),42,3964,Meadow Village,Townhouse End Unit,2Story,6,4,1973,1973,942.0,1291,1230,2521,5,10,6,2006,WD ,151400,3463.0,43
1699,20,Residential(LD),98,11428,Northridge Heights,Single-family Detached,1Story,8,5,2006,2006,1626.0,1634,0,1634,3,7,5,2007,WD ,250000,3260.0,76
115,60,Residential(LD),80,10421,Northwest Ames,Single-family Detached,2Story,7,5,1988,1988,980.0,980,734,1714,3,7,3,2010,WD ,196500,2694.0,72
1998,75,Residential(MD),75,13500,Old Town,Single-family Detached,2.5Unf,7,8,1879,1987,819.0,1312,1142,2454,3,8,2,2007,WD ,185000,3273.0,56
589,20,Residential(LD),75,9000,Northwest Ames,Single-family Detached,1Story,6,5,1969,1969,1216.0,1216,0,1216,3,5,8,2009,WD ,113000,2432.0,46
1641,20,Residential(LD),60,8089,Stone Brook,Single-family Detached,1Story,8,6,2007,2007,1419.0,1419,0,1419,2,7,10,2007,New,392000,2838.0,138
2821,90,Residential(LD),35,9400,Edwards,Duplex,SFoyer,6,5,1975,1975,945.0,980,0,980,4,4,10,2006,WD ,127500,1925.0,66
1846,160,Floating Village,24,2117,Somerset,Townhouse Inside Unit,2Story,6,5,2000,2000,756.0,769,804,1573,3,4,9,2007,WD ,177000,2329.0,75
1805,60,Floating Village,85,10625,Somerset,Single-family Detached,2Story,6,5,2004,2004,1158.0,1158,1285,2443,4,9,6,2007,WD ,265000,3601.0,73
1853,60,Floating Village,106,8413,Somerset,Single-family Detached,2Story,8,5,1998,1998,1220.0,1220,1142,2362,3,8,6,2007,WD ,312500,3582.0,87
1321,75,Residential(MD),75,13500,Old Town,Single-family Detached,2.5Unf,10,9,1893,2000,1237.0,1521,1254,2775,3,9,7,2008,WD ,325000,4012.0,81
564,20,Residential(LD),94,15676,Veenker,Single-family Detached,1Story,8,8,1980,1980,2014.0,2014,0,2014,2,6,4,2009,WD ,275000,4028.0,68
1771,60,Residential(LD),82,9950,Northridge,Single-family Detached,2Story,7,5,1995,1995,1203.0,1214,1306,2520,4,9,6,2007,WD ,290000,3723.0,77
90,20,Residential(LD),39,15410,Sawyer,Single-family Detached,1Story,6,6,1974,2002,1208.0,1494,0,1494,3,7,4,2010,WD ,169000,2702.0,62
2684,30,Residential(MD),50,6000,Brookside,Single-family Detached,1Story,5,7,1921,1950,616.0,616,0,616,2,4,6,2006,WD ,89000,1232.0,72
13,60,Residential(LD),63,8402,Gilbert,Single-family Detached,2Story,6,5,1998,1998,789.0,789,676,1465,3,7,5,2010,WD ,180400,2254.0,80
445,20,Residential(LD),85,10655,Northridge Heights,Single-family Detached,1Story,8,5,2003,2004,3206.0,1629,0,1629,3,7,10,2009,WD ,284000,4835.0,58
1914,20,Residential(LD),70,10150,North Ames,Single-family Detached,1Story,5,5,1958,1958,912.0,912,0,912,2,5,7,2007,COD,114500,1824.0,62
2811,20,Residential(LD),84,10084,College Creek,Single-family Detached,1Story,7,5,2005,2006,1552.0,1552,0,1552,3,7,7,2006,New,212900,3104.0,68
850,20,Residential(LD),67,16285,College Creek,Single-family Detached,1Story,7,5,2001,2002,1413.0,1430,0,1430,3,6,6,2009,WD ,187100,2843.0,65
1844,160,Floating Village,34,3230,Somerset,Townhouse End Unit,2Story,6,5,1999,1999,729.0,729,729,1458,2,5,6,2007,WD ,176000,2187.0,80
2225,20,Residential(LD),99,21579,Crawford,Single-family Detached,1Story,6,6,1968,1968,1488.0,1488,0,1488,3,7,9,2007,CWD,215000,2976.0,72
1477,60,Residential(LD),64,8320,College Creek,Single-family Detached,2Story,7,5,2004,2004,770.0,770,812,1582,3,6,9,2008,WD ,185900,2352.0,79
399,20,Residential(LD),60,6960,North Ames,Single-family Detached,1Story,4,6,1970,1970,864.0,864,0,864,3,5,11,2009,WD ,120500,1728.0,69
2431,60,Residential(LD),60,21930,Gilbert,Single-family Detached,2Story,5,5,2005,2005,732.0,734,1104,1838,4,7,7,2006,WD ,192140,2570.0,74
1605,20,Residential(LD),60,6600,Mitchell,Single-family Detached,1Story,5,9,1982,2008,816.0,816,0,816,3,5,10,2008,WD ,130500,1632.0,79
897,50,Residential(LD),50,8405,Edwards,Single-family Detached,1.5Fin,4,3,1945,1950,0.0,1088,441,1529,4,9,4,2009,WD ,98000,1529.0,64
1426,20,Residential(LD),91,11778,College Creek,Single-family Detached,1Story,9,5,2008,2008,2271.0,2276,0,2276,3,7,6,2008,WD ,475000,4547.0,104
2240,30,Residential(MD),60,8967,Iowa DOT and Rail Road,Single-family Detached,1Story,5,2,1920,1950,961.0,1077,0,1077,2,6,11,2007,WD ,67000,2038.0,32
1706,60,Residential(LD),86,10562,Northridge Heights,Single-family Detached,2Story,8,5,2007,2007,1582.0,1610,551,2161,3,8,11,2007,New,325624,3743.0,86
2252,20,Residential(LD),44,12864,Mitchell,Single-family Detached,1Story,7,5,2002,2002,1409.0,1409,0,1409,1,4,7,2007,WD ,245000,2818.0,86
1136,20,Residential(LD),66,13695,Sawyer West,Single-family Detached,1Story,5,5,2004,2004,1114.0,1114,0,1114,3,6,6,2008,WD ,159000,2228.0,71
1877,20,Residential(LD),79,10289,North Ames,Single-family Detached,1Story,5,7,1965,1965,1073.0,1073,0,1073,3,6,6,2007,WD ,156000,2146.0,72
424,20,Residential(LD),105,15431,Northridge Heights,Single-family Detached,1Story,10,5,2008,2008,3094.0,2402,0,2402,2,10,4,2009,WD ,555000,5496.0,100
1182,20,Residential(LD),73,11120,Veenker,Single-family Detached,1Story,6,6,1984,1984,1232.0,1232,0,1232,3,6,6,2008,WD ,162500,2464.0,65
2750,90,Residential(LD),73,9069,Sawyer West,Duplex,SFoyer,6,8,1993,1993,1344.0,1440,0,1440,2,8,4,2006,WD ,224500,2784.0,80
1016,20,Residential(LD),154,47280,Gilbert,Single-family Detached,1Story,6,5,1950,1950,1488.0,1488,0,1488,3,6,7,2008,WD ,133000,2976.0,44
2436,60,Residential(LD),63,7875,Gilbert,Single-family Detached,2Story,7,5,2003,2003,783.0,807,702,1509,3,8,7,2006,WD ,180000,2292.0,78
1607,20,Residential(LD),60,6600,Mitchell,Single-family Detached,1Story,5,6,1982,2005,845.0,845,0,845,3,6,7,2008,WD ,134500,1690.0,79
2337,60,Residential(LD),66,13682,Stone Brook,Single-family Detached,2Story,10,5,2006,2006,1410.0,1426,1519,2945,3,10,10,2006,New,438780,4355.0,100
1233,80,Residential(LD),101,9150,North Ames,Single-family Detached,SLvl,6,5,1962,1962,1099.0,1431,0,1431,3,6,12,2008,WD ,165000,2530.0,65
419,20,Residential(LD),65,7150,North Ames,Single-family Detached,1Story,5,5,1967,1967,892.0,892,0,892,3,5,7,2009,WD ,100000,1784.0,56
633,20,Residential(LD),77,12285,North Ames,Single-family Detached,1Story,7,6,1960,1960,1329.0,1329,0,1329,3,5,8,2009,WD ,176000,2658.0,66
2722,20,Residential(LD),102,17920,Sawyer,Single-family Detached,1Story,5,4,1955,1974,1763.0,1779,0,1779,3,6,7,2006,WD ,170000,3542.0,47
469,120,Residential(LD),53,3684,Bloomington Heights,Townhouse End Unit,1Story,7,5,2007,2007,1373.0,1555,0,1555,2,7,6,2009,WD ,174000,2928.0,59
1365,50,Residential(MD),62,7006,Iowa DOT and Rail Road,Single-family Detached,1.5Fin,6,6,1925,1950,768.0,788,448,1236,3,6,8,2008,WD ,127000,2004.0,63
1098,60,Residential(LD),77,8390,Gilbert,Single-family Detached,2Story,7,5,1999,1999,831.0,873,778,1651,3,7,5,2008,WD ,185900,2482.0,74
711,30,Residential(MD),50,5784,Old Town,Single-family Detached,1Story,5,8,1938,1996,190.0,886,0,886,2,4,12,2009,WD ,91300,1076.0,84
2808,20,Residential(LD),70,9135,College Creek,Single-family Detached,1Story,6,5,2003,2003,1682.0,1700,0,1700,3,7,5,2006,WD ,200000,3382.0,59
1959,50,Residential(LD),78,10496,North Ames,Single-family Detached,1.5Fin,6,6,1949,1950,1040.0,1168,678,1846,3,7,1,2007,WD ,143000,2886.0,49
2720,50,Residential(LD),79,13650,Sawyer,Single-family Detached,1.5Fin,5,5,1958,1958,1052.0,1252,668,1920,4,8,7,2006,WD ,172500,2972.0,58
2170,20,Residential(LD),67,8308,Edwards,Single-family Detached,1Story,4,6,1963,1963,1088.0,1088,0,1088,2,4,6,2007,COD,110000,2176.0,50
603,20,Residential(LD),71,9450,North Ames,Single-family Detached,1Story,4,5,1957,1957,1040.0,1362,0,1362,3,6,5,2009,WD ,140000,2402.0,58
2113,20,Residential(LD),78,9317,College Creek,Single-family Detached,1Story,6,5,2006,2006,1314.0,1314,0,1314,3,6,3,2007,WD ,176432,2628.0,67
1146,20,Residential(LD),65,7153,Sawyer West,Single-family Detached,1Story,6,5,1991,1991,1278.0,1294,0,1294,3,6,6,2008,WD ,179200,2572.0,69
2105,20,Residential(LD),68,8814,College Creek,Single-family Detached,1Story,7,5,2005,2007,1274.0,1274,0,1274,3,6,1,2007,New,203000,2548.0,79
1786,20,Residential(LD),83,9849,Somerset,Single-family Detached,1Story,7,6,2007,2007,1689.0,1689,0,1689,3,7,6,2007,New,248328,3378.0,73
961,20,Residential(LD),79,14463,Timberland,Single-family Detached,1Story,9,5,2008,2008,1641.0,1641,0,1641,3,7,1,2009,WD ,316500,3282.0,96
1405,50,Residential(LD),50,5190,Edwards,Single-family Detached,1.5Fin,7,5,1948,1950,570.0,617,462,1079,2,5,1,2008,WD ,125600,1649.0,76
1324,20,Residential(MD),65,9750,Old Town,Single-family Detached,1Story,5,6,1959,1959,984.0,984,0,984,2,5,6,2008,WD ,110000,1968.0,55
1986,30,Residential(MD),50,6000,Old Town,Single-family Detached,1Story,4,4,1920,1950,960.0,960,0,960,2,5,7,2007,WD ,108500,1920.0,56
307,20,,66,8712,Iowa DOT and Rail Road,Single-family Detached,1Story,5,5,1952,1952,540.0,1044,0,1044,2,4,6,2010,WD ,55993,1584.0,35
180,50,Residential(MD),69,11851,Old Town,Single-family Detached,1.5Fin,5,7,1948,2009,1027.0,1027,606,1633,3,7,6,2010,WD ,129000,2660.0,48
2896,20,Residential(LD),54,13811,Timberland,Single-family Detached,1Story,6,6,1987,1987,1112.0,1137,0,1137,2,5,7,2006,WD ,176000,2249.0,78
668,20,Residential(LD),83,10143,North Ames,Single-family Detached,1Story,6,7,1963,1963,1380.0,1380,0,1380,3,6,6,2009,WD ,154000,2760.0,55
1582,20,Residential(LD),93,18265,Timberland,Single-family Detached,1Story,6,5,1986,1986,1256.0,1256,0,1256,3,6,3,2008,WD ,180000,2512.0,71
2285,120,Residential(MD),44,4224,Meadow Village,Townhouse End Unit,1Story,5,5,1976,1976,1142.0,1142,0,1142,3,6,8,2007,WD ,134000,2284.0,58
2079,20,Residential(LD),84,12615,Edwards,Single-family Detached,1Story,6,7,1950,2001,1202.0,2158,0,2158,4,7,6,2007,WD ,243000,3360.0,72
2272,20,Residential(LD),85,14536,Timberland,Single-family Detached,1Story,8,5,2002,2003,1616.0,1629,0,1629,3,9,11,2007,WD ,270000,3245.0,83
